Row.names	Mean_RPKM	SD_RPKM	Chimp_dN	Chimp_dS	Chimp_dN.dS	Mouse_dN	Mouse_dS	Mouse_dN.dS
1583	ENSG00000083097.10	2.74734779235929	1.10877247331667	0.0075	0.024	0.3125	0.0333	0.4111	0.081002189
1584	ENSG00000083099.6	2.15659291314524	0.809569906635709	0.159	0.366	0.43442623	0.0556	0.8679	0.06406268
1585	ENSG00000083123.10	1.8300712539013	0.819989799251661	0	0.0191	0	0.0129	0.6077	0.021227579
1586	ENSG00000083168.5	4.44296237479809	1.42819945136771	0.0025	0.0086	0.290697674	0.0516	0.5247	0.09834191
1587	ENSG00000083223.13	3.40343516261079	2.15186228612375	0.0013	0.003	0.433333333	0.1103	0.5859	0.188257382
1588	ENSG00000083290.15	2.9686438238898	0.867144456076233	0.0032	0.0081	0.395061728	0.0336	0.3187	0.105428302
1589	ENSG00000083307.6	0.0116487396978448	0.0129173345600361	0	0.0078	0	0.0278	0.6452	0.043087415
1590	ENSG00000083312.13	7.26056174677472	2.66300705078847	0	0.0071	0	0.0016	0.4638	0.003449763
1591	ENSG00000083444.12	12.0327163884806	4.11553632208364	0.004	0.0339	0.1179941	0.0447	0.9464	0.047231615
1592	ENSG00000083454.17	10.3976386167282	7.63971116233221	0.0052	0.0545	0.095412844	0.21	0.8249	0.254576312
1593	ENSG00000083457.7	2.28022000221319	0.81571129530464	0.0095	0.0174	0.545977011	0.19	0.5403	0.351656487
1594	ENSG00000083520.10	5.61878104598023	2.02687463356475	0.0024	0.0095	0.252631579	0.0471	0.6061	0.077709949
1595	ENSG00000083535.11	2.43068771999936	0.890670886519481	0.003	0.0103	0.291262136	0.06	0.5799	0.103466115
1596	ENSG00000083544.9	3.97268626606742	0.816818063252216	0.0027	0.0087	0.310344828	0.0822	0.5261	0.15624406
1597	ENSG00000083635.7	2.05782794314761	0.824175031814389	0.0049	0.0112	0.4375	0.1826	0.4985	0.366298897
1598	ENSG00000083642.14	2.71464274151381	0.844262606387013	0.0018	0.0082	0.219512195	0.018	0.5039	0.035721373
1599	ENSG00000083720.8	9.09275084817132	6.78404436573351	0.0035	0.0075	0.466666667	0.0404	0.5812	0.069511356
1600	ENSG00000083750.8	3.36908354786939	1.1406770670447	0	0	NA	0.0108	0.357	0.030252101
1601	ENSG00000083782.3	0.00265413260867083	0.00933960232520176	0.0028	0.0088	0.318181818	0.1204	0.4902	0.245614035
1602	ENSG00000083799.13	8.51846057204313	5.0810202520958	0.001	0.0171	0.058479532	0.0246	0.4461	0.055144586
1603	ENSG00000083807.5	0.379918110335982	0.161872889143344	0.0034	0.0127	0.267716535	0.1947	0.7613	0.255746749
1604	ENSG00000083812.7	0.897183384521063	0.373330038228823	0.0134	0.0537	0.249534451	0.2484	1.3897	0.178743614
1606	ENSG00000083817.8	1.04578657378984	0.469733667448098	0.0016	0.0079	0.202531646	0.3624	0.8514	0.425651868
1608	ENSG00000083838.11	1.2241593460704	0.49176139545279	0.0062	0.0222	0.279279279	0.2665	0.8213	0.324485572
1610	ENSG00000083845.4	158.917910589174	55.5786517999495	0	0	NA	0.0044	0.5691	0.007731506
1611	ENSG00000083857.9	0.532182397225568	0.408925171082229	0.0064	0.0192	0.333333333	0.063	0.8737	0.072107131
1612	ENSG00000083896.8	8.73585012125415	2.8491838840469	0.0012	0.0187	0.064171123	0.0125	0.3657	0.034181023
1613	ENSG00000083937.4	11.2193130249201	3.30184179123774	0	0.0162	0	0.0022	0.731	0.003009576
1614	ENSG00000084070.7	9.36086625581564	10.8734907533016	0	0.0166	0	0.0201	0.3178	0.063247325
1615	ENSG00000084072.12	3.66384407974953	1.02437527751955	0.035	0.0509	0.68762279	0.0416	0.5102	0.081536652
1616	ENSG00000084073.4	6.33811284192773	2.86523687499977	0.0011	0.002	0.55	0.0341	0.3763	0.090619187
1617	ENSG00000084090.9	71.9664733753648	32.3245402585302	0.0013	0.0162	0.080246914	0.041	0.4045	0.101359703
1618	ENSG00000084092.6	14.6513422278471	4.63331567195961	0.0025	0.0168	0.148809524	0.1653	0.5144	0.321345257
1619	ENSG00000084093.11	2.00560370434162	0.64477231705559	0.007	0.0111	0.630630631	0.2939	1.0526	0.279213376
1620	ENSG00000084110.6	0.054151121431117	0.0653449341719531	0.0038	0.0113	0.336283186	0.0329	0.521	0.063147793
1621	ENSG00000084112.10	6.72731262417727	3.14271533651754	NA	NA	NA	0.0854	0.766	0.111488251
1622	ENSG00000084207.11	97.3894459347392	34.4713742104905	0.0021	0.0071	0.295774648	0.076	0.9422	0.08066228
1623	ENSG00000084234.12	21.5928255192069	6.72775784974461	0.0029	0.0114	0.254385965	0.0365	0.4219	0.086513392
1624	ENSG00000084444.9	0.474224096831194	0.239062336870575	0.0257	0.0519	0.495183044	0.0723	0.4949	0.146090119
1625	ENSG00000084453.12	0.00612838292618954	0.00977315695725917	0.0034	0.0208	0.163461538	0.167	0.7316	0.228266812
1626	ENSG00000084463.3	25.1692121505737	6.03432117746401	8e-04	0.0015	0.533333333	0.0249	0.4409	0.056475391
1627	ENSG00000084623.7	96.9661776076916	26.3444669124096	0.1184	0.2555	0.463405088	0.0028	0.5257	0.005326232
1628	ENSG00000084628.5	4.29151679783366	3.00303522258107	0	0.0245	0	0.0022	0.4435	0.004960541
1629	ENSG00000084636.13	2.30353239857873	1.72038822512321	0.0069	0.0087	0.793103448	0.0598	0.3996	0.14964965
1630	ENSG00000084652.11	8.58721715960392	3.22492289458463	0.0027	0.0166	0.162650602	0.058	0.7581	0.076507057
1631	ENSG00000084674.9	0.0644583405786043	0.064487783743778	0.007	0.0099	0.707070707	0.1881	0.5216	0.360621166
1632	ENSG00000084676.11	12.6331360672795	4.4111592340629	3e-04	0.0094	0.031914894	0.0431	0.3723	0.115766855
1633	ENSG00000084693.11	1.97128473478694	0.697713590853181	0.004	0.0023	1.739130435	0.084	0.4509	0.186294079
1634	ENSG00000084710.9	0.241152051427986	0.25239302549961	0.0042	0.0194	0.216494845	0.0115	0.6091	0.018880315
1635	ENSG00000084731.9	0.506975607314082	0.292032324724118	5e-04	0.0193	0.025906736	0.0229	0.6562	0.034897897
1636	ENSG00000084733.6	51.9699120809866	18.9657492442005	0	0.0051	0	0	0.213	0
1637	ENSG00000084734.4	0.0767753498498784	0.112094391343982	0.0047	0.0091	0.516483516	0.0681	0.5201	0.130936358
1638	ENSG00000084754.6	148.148177071505	58.9489334729315	6e-04	0.0106	0.056603774	0.0772	0.4537	0.170156491
1639	ENSG00000084764.6	42.0074748105781	19.0371025005381	0	0.0059	0	0.0032	0.428	0.007476636
1640	ENSG00000084774.9	1.99812221901361	0.924714236418552	4e-04	0.007	0.057142857	0.0236	0.4962	0.047561467
1641	ENSG00000085063.10	108.84294084061	30.110042753609	0.0135	0	NA	0.5491	0.9324	0.588910339
1642	ENSG00000085117.7	5.24024459054304	5.86181768827573	0.0015	0.0247	0.060728745	0.1445	1.3281	0.108802048
1643	ENSG00000085185.11	0.960398960044218	0.450878332196809	NA	NA	NA	0.0477	0.3817	0.124967252
1644	ENSG00000085224.16	4.50441922143448	1.17402023763324	0.0303	0.069	0.439130435	0.0805	0.4835	0.166494312
1645	ENSG00000085231.9	13.0554989581884	4.02686191345665	0.0163	0.0438	0.372146119	0.0247	0.4199	0.058823529
1646	ENSG00000085265.6	0.538432246842963	0.496103926893533	0.0116	0.0346	0.335260116	0.1639	0.8539	0.19194285
1647	ENSG00000085274.11	2.95275332040565	0.842404678497283	0	0.0133	0	0.0417	0.4823	0.086460709
1648	ENSG00000085276.13	0.801488568027352	0.43481457472725	5e-04	0.0045	0.111111111	0.0376	0.4964	0.075745367
1649	ENSG00000085365.13	3.09421387300935	0.983906765673593	NA	NA	NA	0.0113	0.7682	0.014709711
1650	ENSG00000085377.9	24.2831121866093	7.85430209373853	0.002	0.0204	0.098039216	0.0197	0.6567	0.029998477
1651	ENSG00000085382.7	1.25903010250524	0.601359196238893	5e-04	0.0068	0.073529412	0.0142	0.4079	0.034812454
1652	ENSG00000085415.11	3.68233877863995	1.44992408388598	0.0061	0.0289	0.211072664	0.0218	0.5252	0.041507997
1653	ENSG00000085433.11	4.90514837198479	1.24788350566141	5e-04	0.0069	0.072463768	0.023	0.4412	0.052130553
1654	ENSG00000085449.10	4.63597088275954	1.41513015510645	0.0023	0.0215	0.106976744	0.0097	0.6872	0.01411525
1655	ENSG00000085465.11	0.960215619067813	0.789448074214898	0.0073	0.0086	0.848837209	0.245	0.5181	0.472881683
1656	ENSG00000085491.11	1.50750577976537	0.684629403000007	0.002	0.0049	0.408163265	0.0322	0.5791	0.055603523
1657	ENSG00000085511.15	5.31240013227906	1.5877008939067	NA	NA	NA	0.0582	0.7602	0.0765588
1658	ENSG00000085514.11	1.49683218075092	1.45614333636847	0.0078	0.0168	0.464285714	0.534	1.1013	0.484881504
1659	ENSG00000085552.12	0.00883044249887124	0.00903867413308945	0.0068	0.0227	0.299559471	0.0733	0.4624	0.158520761
1660	ENSG00000085563.10	0.118404432248627	0.0970448886013709	0.0021	0.0114	0.184210526	0.0743	0.4608	0.161241319
1661	ENSG00000085644.9	4.77705206094786	2.41145231048575	0.0046	0.014	0.328571429	0.1363	0.7887	0.172816026
1662	ENSG00000085662.9	71.8588542938232	15.1024314490468	0.0044	0.0041	1.073170732	0.0734	0.681	0.107782673
1663	ENSG00000085719.7	5.50843796619149	1.77942337118741	0.0037	0.0102	0.362745098	0.031	0.4044	0.076656775
1664	ENSG00000085721.8	15.0017708135206	6.081898897025	0.0021	0.0133	0.157894737	0.0653	0.4843	0.134833781
1665	ENSG00000085733.11	22.5794912959254	9.75664130228789	NA	NA	NA	0.0492	0.9993	0.049234464
1666	ENSG00000085741.8	2.78948813122372	1.87906330606113	0	0.0059	0	0.0107	0.4691	0.022809635
1667	ENSG00000085760.10	10.1416271054467	2.76258344460287	0.004	0.0064	0.625	0.1024	0.4403	0.232568703
1668	ENSG00000085788.9	3.74214733839035	0.900446136090509	0	0.0048	0	0.0706	0.4376	0.161334552
1669	ENSG00000085831.11	0.366859451750683	0.235178331133508	0.01	0.037	0.27027027	0.039	0.5798	0.067264574
1670	ENSG00000085832.12	12.2526923212894	3.44304022356957	0.0021	0.0106	0.198113208	0.0573	0.3205	0.178783151
1671	ENSG00000085840.8	0.231794208758186	0.295984721661345	0.0063	0.0102	0.617647059	0.2151	0.6024	0.357071713
1672	ENSG00000085871.4	8.73140042160833	4.02020147167072	0.0038	0.0061	0.62295082	0.1452	0.5211	0.278641336
1673	ENSG00000085872.10	9.49271940408751	2.89022056234864	5e-04	0.0259	0.019305019	0.024	1.2037	0.019938523
1674	ENSG00000085978.17	7.59610097020171	2.51866937218745	9e-04	0.0062	0.14516129	0.0329	0.3868	0.085056877
1675	ENSG00000085982.9	3.508531970756	1.30018956949243	0.004	0.0141	0.283687943	0.1231	0.4244	0.29005655
1676	ENSG00000085998.9	14.9745121334874	5.57175752590879	0.002	0.0058	0.344827586	0.0346	0.4498	0.076923077
1677	ENSG00000085999.7	0.187388454312675	0.0844292310145508	0.0026	0.0062	0.419354839	0.0286	0.4194	0.068192656
1678	ENSG00000086015.16	49.5323673470076	16.8515435372882	0.0023	0.0131	0.175572519	0.0682	0.4243	0.160735329
1679	ENSG00000086061.11	17.0211418506711	10.1077145841108	0	0.0101	0	0.0022	0.4583	0.004800349
1680	ENSG00000086062.8	10.5750452884408	5.62695123028773	0.0102	0.0209	0.488038278	0.0739	0.4416	0.167346014
1681	ENSG00000086065.9	12.0858536298885	4.11665540875485	0	0.0223	0	0.0074	1.0699	0.006916534
1682	ENSG00000086102.14	9.52577767483024	2.85574332196334	0	0.0138	0	0.0607	0.4156	0.146053898
1683	ENSG00000086159.8	0.00198356484950975	0.00667376306454989	0.0048	0.0098	0.489795918	0.1506	0.7269	0.20718118
1684	ENSG00000086189.5	4.21578853435295	1.62569995886514	0	0.0093	0	0.0196	0.4831	0.04057131
1685	ENSG00000086200.12	2.90161561882773	0.918733748464678	0.0067	0.0184	0.364130435	0.0164	0.4193	0.039112807
1686	ENSG00000086205.12	0.0225863747656085	0.031275151500498	0.0048	0.0278	0.172661871	0.0838	0.5691	0.147250044
1687	ENSG00000086232.8	13.6899836529133	3.66736452839369	0.0052	0.0117	0.444444444	0.0974	0.5535	0.175971093
1688	ENSG00000086288.7	0.0105516100085752	0.0151958768297429	0.0135	0.0151	0.894039735	0.2678	0.6286	0.42602609
1689	ENSG00000086289.7	20.3446327633636	9.14146627378303	0.0061	0.0127	0.480314961	0.1132	0.6823	0.165909424
1690	ENSG00000086300.11	0.209795703065343	0.17785339528287	0.0189	0.0401	0.471321696	0.026	0.5445	0.04775023
1691	ENSG00000086475.10	7.33136972327565	2.22692251663874	0	0.0133	0	0.0024	0.5316	0.004514673
1692	ENSG00000086504.11	21.782676295347	5.57963488787759	NA	NA	NA	0.0823	1.1907	0.069119006
1693	ENSG00000086506.2	0.0274635861692734	0.0673742292627643	NA	NA	NA	0.1464	1.7951	0.081555345
1694	ENSG00000086544.2	8.50891987251681	5.68655326168835	0.0046	0.0157	0.292993631	0.1383	0.5697	0.242759347
1695	ENSG00000086548.8	0.0409561075031931	0.0498139704427946	0.0028	0.0299	0.093645485	0.7486	1.1245	0.665718097
1696	ENSG00000086570.8	0.0979186144354212	0.0716523285713897	0.0033	0.0135	0.244444444	0.1038	0.6177	0.168042739
1697	ENSG00000086589.7	9.792511205895	2.66338270874948	0	0.0115	0	5e-04	0.5091	0.000982125
1698	ENSG00000086598.6	21.5761536686919	7.11398103107796	NA	NA	NA	0.0047	0.4128	0.011385659
1699	ENSG00000086619.9	1.1228318676006	0.460786607485602	0.0073	0.0165	0.442424242	0.0351	0.6289	0.055811735
1700	ENSG00000086666.14	22.6497094065644	6.7388917763892	0.0022	0.0269	0.081784387	0.0332	0.273	0.121611722
1701	ENSG00000086696.6	0.0115345941964797	0.0273601644450843	0.0027	0.0207	0.130434783	0.2805	0.7151	0.392252832
1702	ENSG00000086712.8	2.27537963882435	1.18874731562434	0.0081	0.0121	0.669421488	0.0414	0.5204	0.079554189
1703	ENSG00000086717.14	0.0263757797569946	0.0421017278624465	0.0033	0.0154	0.214285714	0.2088	0.4278	0.488078541
1704	ENSG00000086730.12	0.907357346613047	0.989449415343146	0.0074	0.0114	0.649122807	0.2637	0.8575	0.307521866
1705	ENSG00000086758.11	18.0136371091355	5.18004443640994	5e-04	0.0051	0.098039216	0.0111	0.3071	0.036144578
1706	ENSG00000086827.4	5.85184521065202	2.24301756970707	0	0.009	0	0.0772	0.5158	0.149670415
1707	ENSG00000086848.10	1.17530120680499	0.501564176855264	0.0022	0.0049	0.448979592	0.0232	0.4899	0.047356603
1708	ENSG00000086967.9	520.349604302783	384.458404607829	NA	NA	NA	0.0383	0.9426	0.040632294
1709	ENSG00000086991.8	0.369073596934593	0.399171219034346	0.0033	0.0098	0.336734694	0.0519	0.4864	0.106702303
1710	ENSG00000087008.11	2.13640741983125	0.708143173498277	0.0028	0.0285	0.098245614	0.1641	0.9558	0.171688638
1711	ENSG00000087053.14	1.56332841307618	0.508300224327552	0	0.0033	0	0.013	0.4185	0.031063321
1712	ENSG00000087074.7	25.1808368483255	13.3863158737599	0.0109	0.0057	1.912280702	0.4619	0.6898	0.669614381
1713	ENSG00000087076.4	0.392016448652328	0.358272419434413	0.0167	0.0162	1.030864198	0.1026	0.5876	0.174608577
1714	ENSG00000087077.7	3.23433604656264	1.84901272330945	0.004	0.0148	0.27027027	0.0755	0.5985	0.126148705
1715	ENSG00000087085.9	14.0569446476393	11.5060458619455	0	0.0066	0	0.0745	0.7708	0.096652828
1716	ENSG00000087086.9	438.034929177927	280.800790867206	0.0217	0.0443	0.489841986	0.0936	0.6336	0.147727273
1717	ENSG00000087087.14	17.5325995955356	6.80381479541694	0	0.0244	0	0.01	0.7662	0.013051423
1718	ENSG00000087088.15	4.86197012025256	2.1559806123498	0.0028	0	NA	0.142	0.7367	0.192751459
1719	ENSG00000087095.8	1.82115509191225	0.513879721342623	0	0.0018	0	9e-04	0.2192	0.004105839
1720	ENSG00000087111.16	11.0158343758694	2.38863245526121	0.0042	0.0069	0.608695652	0.0407	0.5927	0.068668804
1721	ENSG00000087116.9	0.734325687050126	0.6850970563684	0.004	0.0346	0.115606936	0.055	0.6655	0.082644628
1722	ENSG00000087128.5	0.0191135336742411	0.0877908050369323	0.0043	0.0127	0.338582677	0.148	0.5093	0.290594934
1723	ENSG00000087152.11	6.91115066339803	2.67109990463322	0.1018	0.2081	0.48918789	0.0025	0.3219	0.007766387
1724	ENSG00000087157.14	4.57417697102525	1.79384141299736	0.0016	0.0158	0.101265823	0.0257	0.5979	0.042983777
1725	ENSG00000087191.8	125.301146334271	50.8606270308571	0	0.0072	0	5e-04	0.5314	0.000940911
1726	ENSG00000087206.12	7.29654755647792	2.5805461405637	0.0066	0.0148	0.445945946	0.1335	0.2658	0.502257336
1728	ENSG00000087245.8	16.6875399545182	20.9759581877151	7e-04	0.0251	0.027888446	0.0196	0.5829	0.033624979
1729	ENSG00000087250.4	0.505340516757826	0.454777803093623	0	0.0362	0	0.0746	0.5223	0.142829791
1730	ENSG00000087253.7	0.819005675336649	0.515591482175069	0.0062	0.0128	0.484375	0.0642	0.557	0.115260323
1731	ENSG00000087258.9	0.295257434500165	0.170814466083751	0.0306	0.4143	0.073859522	0.0397	0.816	0.048651961
1732	ENSG00000087263.12	12.9352846511575	4.19090600494684	0.0077	0.0114	0.675438596	0.1018	0.4899	0.20779751
1733	ENSG00000087266.11	1.61365679738133	0.547778713580767	0.0475	0.1204	0.394518272	0.0991	0.7167	0.138272638
1734	ENSG00000087269.11	17.0957814260971	7.59515604030303	0.0034	0.0099	0.343434343	0.1028	0.6936	0.148212226
1735	ENSG00000087274.12	46.0307653604552	10.9169580151446	0.0019	0.0076	0.25	0.0401	0.4248	0.094397363
1736	ENSG00000087299.7	2.09257699597714	0.824580710105552	0.0078	0.0121	0.644628099	0.1003	0.4706	0.213132172
1737	ENSG00000087301.4	0.839347851744225	0.413508586859121	0.0033	0.0222	0.148648649	0.1427	0.5716	0.249650105
1738	ENSG00000087302.4	70.7139432064322	17.8314919280929	0	0.0078	0	0.0151	0.3234	0.046691404
1739	ENSG00000087303.12	1.3838018287753	1.04729130245032	0.0042	0.0111	0.378378378	0.1104	0.5567	0.198311478
1740	ENSG00000087338.4	1.11863754169885	0.397737765395339	0.0018	0.0047	0.382978723	0.0454	0.531	0.085499058
1741	ENSG00000087365.10	25.2412192766057	9.91784677795392	0	0.0053	0	0.0112	0.5121	0.021870728
1742	ENSG00000087448.5	0.868710032036138	0.40538095172688	0	0.0088	0	0.0344	1.0212	0.03368586
1743	ENSG00000087460.19	110.037991173323	23.71905389636	0.0033	0.0065	0.507692308	0.1649	0.3952	0.417257085
1744	ENSG00000087470.13	10.9764559701432	2.8112838671453	0	0.0086	0	0.0053	0.4146	0.012783406
1745	ENSG00000087494.11	0.0487165967002511	0.0908460795302028	0.008	0.0267	0.299625468	0.0731	0.7237	0.101008705
1746	ENSG00000087495.12	0.062812561861261	0.0706787458865184	0.0026	0.0078	0.333333333	0.0894	0.5595	0.159785523
1747	ENSG00000087502.13	5.21554977173029	1.88662949360063	NA	NA	NA	0.0214	0.3822	0.055991627
1748	ENSG00000087510.5	0.0296599953067164	0.0272621644591458	0	0.0213	0	0.0759	1.0614	0.071509327
1749	ENSG00000087586.13	1.95740465362405	1.54009799584212	0.0012	0.0193	0.062176166	0.087	0.9776	0.088993453
1750	ENSG00000087589.12	0.0827951256943823	0.0724693248384751	0.0079	0.0165	0.478787879	0.2291	0.7371	0.310812644
1751	ENSG00000087842.6	3.08934209630933	1.66319786470768	0.0036	0.0046	0.782608696	0.0228	0.4322	0.052753355
1752	ENSG00000087884.10	24.6998846408933	18.1102579924292	0	0.0087	0	0.0447	0.2749	0.162604583
1753	ENSG00000087903.8	0.323370612352047	0.373006429867452	0.0012	0.0377	0.031830239	0.0555	1.2508	0.044371602
1754	ENSG00000087916.7	0.00361886903546144	0.0099868216250021	NA	NA	NA	0.0568	0.4329	0.131208131
1755	ENSG00000087995.11	2.91134725615036	0.822834892431714	0.0084	0.0179	0.469273743	0.1327	0.5465	0.242817932
1756	ENSG00000088002.7	0.0509569959498422	0.0470910952866748	0.0088	0.0379	0.232189974	0.1271	1.298	0.097919877
1757	ENSG00000088035.11	0.882749680932178	0.425848207216988	0.0039	0.0175	0.222857143	0.0898	0.4433	0.202571622
1758	ENSG00000088038.13	5.43321590700815	2.13603493196316	0	0.0199	0	0.0221	0.4068	0.05432645
1759	ENSG00000088053.7	0.0646902611544139	0.0707536032856865	0.0714	0.1597	0.447088291	0.3293	1.1513	0.286024494
1760	ENSG00000088179.4	1.45141122964926	0.509020942014444	0.0015	0.0086	0.174418605	0.024	0.3016	0.079575597
1761	ENSG00000088205.8	7.55768600064655	2.70575853606232	0.0074	0.0119	0.621848739	0.0784	0.6978	0.11235311
1762	ENSG00000088247.11	20.6700799964195	6.36481099297331	0.0123	0.0335	0.367164179	0.009	0.6916	0.013013302
1763	ENSG00000088256.4	18.0115316501884	3.30752589896978	0.004	0.0749	0.053404539	0.0089	4.6599	0.001909912
1764	ENSG00000088280.14	13.2480185819227	7.34461185733809	NA	NA	NA	0.0958	0.7338	0.130553284
1765	ENSG00000088298.8	1.89777932922507	0.858145306052918	0.0016	0.0143	0.111888112	0.0315	0.4978	0.063278425
1766	ENSG00000088305.14	0.144688682682639	0.11692628888684	5e-04	0.019	0.026315789	0.0959	0.7875	0.121777778
1767	ENSG00000088320.3	1.19681326796322	0.77542629920681	0.0015	0.0127	0.118110236	0.0551	0.67	0.082238806
1768	ENSG00000088325.11	0.521469006678739	0.352909213342686	0.0046	0.0106	0.433962264	0.1211	0.5536	0.21875
1769	ENSG00000088356.4	7.6538774279661	2.38015194763084	0.0041	0.0126	0.325396825	0.0433	0.4739	0.091369487
1770	ENSG00000088367.16	1.3798396113307	0.597248890642303	5e-04	0.0122	0.040983607	0.0218	0.4422	0.04929896
1771	ENSG00000088386.11	0.00805292023984759	0.0128071508361271	0.0061	0.0152	0.401315789	0.0865	0.6488	0.133323058
1772	ENSG00000088387.13	3.30649475053299	1.47518751106151	0.0016	0.0115	0.139130435	0.0257	0.6452	0.03983261
1773	ENSG00000088448.10	33.8477772313495	20.4420177526453	0.0022	0.0093	0.23655914	0.12	0.4589	0.261494879
1774	ENSG00000088451.6	1.53622061062691	0.581625890117053	0.0042	0.0095	0.442105263	0.0464	0.5809	0.079876054
1775	ENSG00000088538.12	0.843107607371585	0.639041577856498	5e-04	0.0038	0.131578947	0.0091	0.3653	0.024911032
1776	ENSG00000088543.10	5.59518066866453	2.53343302799	0.0084	0	NA	0.0828	0.5718	0.144805876
1777	ENSG00000088682.9	57.7965792611588	20.5231878433971	0.0099	0.0261	0.379310345	0.0409	0.4096	0.099853516
1778	ENSG00000088726.11	0.189687849910453	0.199695153785118	0.0057	0.0774	0.073643411	0.1171	0.6908	0.169513607
1779	ENSG00000088727.8	0.526530576791874	0.264387198052984	0.0188	0.0255	0.737254902	0.068	0.543	0.125230203
1780	ENSG00000088756.8	0.934495122141616	1.09457663224146	0.0291	0.0527	0.552182163	0.0811	0.6531	0.124177002
1781	ENSG00000088766.7	10.1419426674067	4.38869059871295	0	0.0128	0	0.0777	0.3485	0.222955524
1783	ENSG00000088808.12	2.84296501819477	0.975821304334645	0.0027	0.0098	0.275510204	0.0453	0.5508	0.082244009
1784	ENSG00000088812.13	3.82957113981247	0.978817751421996	0.0013	0.0159	0.081761006	0.0354	0.3629	0.097547534
1785	ENSG00000088826.13	1.30076301118662	0.666955097545404	0	0.0264	0	0.0233	0.5312	0.043862952
1786	ENSG00000088827.8	1.14725483550235	1.16735120317014	0.006	0.0229	0.262008734	0.1868	0.7343	0.254391938
1787	ENSG00000088832.10	26.8408976577049	9.25862196423258	0	0	NA	0.0131	0.2675	0.048971963
1788	ENSG00000088833.13	17.8391716568969	5.7661188515469	0	0.0053	0	0.018	0.3116	0.057766367
1789	ENSG00000088836.8	1.54968901262727	1.28091097568376	0.0057	0.0363	0.157024793	0.0714	0.7955	0.089754871
1790	ENSG00000088854.11	8.22292544814043	5.3995762714338	0.0023	0.0103	0.223300971	0.0819	0.3734	0.219335833
1792	ENSG00000088881.16	0.62040788572888	0.284532688388168	0.1764	0.5069	0.347997633	0.0218	0.5477	0.039802812
1793	ENSG00000088882.7	0.561924996595223	1.98492343581828	0.0069	0.0165	0.418181818	0.0792	0.6069	0.130499259
1794	ENSG00000088888.13	11.2156205271566	3.8999112498969	0.0055	0.0079	0.696202532	0.3926	0.6007	0.653570834
1795	ENSG00000088899.10	3.55149286223012	2.02097634345115	7e-04	0.0256	0.02734375	0.0208	0.7027	0.029600114
1796	ENSG00000088926.9	0.0365159848488348	0.054198385839189	0.0023	0.0166	0.138554217	0.1201	0.6049	0.198545214
1797	ENSG00000088930.6	15.9470439334248	6.48845586342573	9e-04	0.0069	0.130434783	0.019	0.3268	0.058139535
1798	ENSG00000088986.6	6.54966498045034	5.57842647418125	0.0421	0.0984	0.427845528	0	0.4637	0
1799	ENSG00000088992.13	1.26590748664945	0.62948184855921	0.002	0	NA	0.0134	0.8091	0.016561612
1800	ENSG00000089006.12	14.4964079524195	4.56023014058156	0	0	NA	0.0081	0.3916	0.020684372
1801	ENSG00000089009.11	120.183578650896	33.5001995141467	0.0018	0.0129	0.139534884	0.0594	0.7421	0.080043121
1802	ENSG00000089012.10	0.0102634001729014	0.0172607968922936	0.0125	0.0342	0.365497076	0.3109	1.0685	0.290968648
1803	ENSG00000089022.9	9.18077956022218	1.917203354971	0.0029	0.0055	0.527272727	0.0141	0.4147	0.034000482
1804	ENSG00000089041.12	0.124636615474903	0.130124095602592	8e-04	0.0095	0.084210526	0.111	0.745	0.148993289
1805	ENSG00000089048.10	5.06575677505759	1.75760578268956	0.0101	0.0107	0.943925234	0.1086	0.5006	0.216939672
1806	ENSG00000089050.10	1.02651993791724	0.393637369851638	0	0.0173	0	0.0412	0.2342	0.175918019
1807	ENSG00000089053.8	24.0056616339573	5.08928679571614	0	0.0078	0	0.0272	0.3874	0.070211668
1808	ENSG00000089057.10	1.26183088324791	0.558837961208534	0	0.0268	0	0.0258	0.5336	0.048350825
1809	ENSG00000089060.7	2.35525787153909	0.814836494225025	0.0066	0.0212	0.311320755	0.1084	0.9364	0.115762495
1810	ENSG00000089063.10	29.0691877808682	7.39876462506769	0.019	0.0246	0.772357724	0.0153	0.3958	0.038655887
1811	ENSG00000089091.12	0.127461419445138	0.0625704352904474	0.0044	0.0126	0.349206349	0.1326	0.3963	0.334595004
1812	ENSG00000089094.12	1.33188449976056	0.356428166923874	7e-04	0.0183	0.038251366	0.0288	0.5908	0.048747461
1813	ENSG00000089101.13	5.4845111139985	3.36386547440788	0.0041	0.0068	0.602941176	0.1535	0.837	0.18339307
1814	ENSG00000089116.3	0.000629424860397744	0.00261416308440124	0	0.0466	0	0.005	0.8979	0.005568549
1815	ENSG00000089123.11	0.956413915060287	0.442866914828824	0.0011	0.0184	0.059782609	0.0264	0.2739	0.096385542
1816	ENSG00000089127.8	0.372883327179697	0.537173585458163	0.0164	0	NA	0.2478	1.0681	0.232000749
1817	ENSG00000089154.6	18.661053783949	6.57440821265474	0.0013	0.0131	0.099236641	0.031	0.6682	0.046393295
1818	ENSG00000089157.11	434.190334728152	161.553269515019	0.0126	0.007	1.8	0.0118	0.4637	0.025447488
1819	ENSG00000089159.11	38.3274378399516	15.3054846536118	0.0118	0.0536	0.220149254	0.0332	0.7928	0.041876892
1820	ENSG00000089163.4	2.11360671281121	1.10698279640825	0.0016	0.0097	0.164948454	0.0793	0.734	0.108038147
